Date,Close,High,Low,Open,Volume,Returns,Log_Returns
2015-02-04,24679.759765625,24824.580078125,24642.5,24750.759765625,1836300000,0.005089863249795323,0.0050769536826022945
2015-02-05,24765.490234375,25048.259765625,24642.810546875,25048.259765625,2343800000,0.0034737156910826794,0.003467696276526849
2015-02-06,24679.390625,24843.19921875,24645.759765625,24843.19921875,1440500000,-0.003476596205452487,-0.003482653609547443
2015-02-09,24521.0,24657.869140625,24449.48046875,24529.55078125,1285500000,-0.006417930953268813,-0.00643861441631423
2015-02-10,24528.099609375,24583.7890625,24422.849609375,24475.0390625,1028000000,0.00028953180437185644,0.00028948989812758357
2015-02-11,24315.01953125,24551.740234375,24266.6796875,24512.619140625,1261400000,-0.00868718251794598,-0.008725136054059102
2015-02-12,24422.150390625,24514.490234375,24226.2890625,24377.58984375,1472100000,0.004405954074489404,0.0043962762750499864
2015-02-13,24682.5390625,24702.5390625,24521.130859375,24535.66015625,1342700000,0.010661987896649627,0.010605549711441327
2015-02-16,24726.529296875,24771.599609375,24687.150390625,24717.490234375,926600000,0.001782241051603739,0.0017806547445287915
2015-02-17,24784.880859375,24855.75,24653.880859375,24653.880859375,822900000,0.002359876786564463,0.0023570966503341506
2015-02-18,24832.080078125,24871.7890625,24806.060546875,24836.05078125,975900000,0.0019043552808584163,0.001902544295149515
2015-02-23,24836.759765625,24916.240234375,24664.6796875,24916.240234375,1019300000,0.00018845330255357062,0.00018843554746058452
2015-02-24,24750.0703125,24808.30078125,24673.9296875,24776.720703125,1076300000,-0.0034903688702977442,-0.0034964744189411017
2015-02-25,24778.279296875,24869.369140625,24691.779296875,24822.279296875,1387700000,0.0011397537065078733,0.0011391046803586192
2015-02-26,24902.060546875,24998.640625,24709.560546875,24718.279296875,1803500000,0.004995554716166639,0.004983118333263444
2015-02-27,24823.2890625,25101.9609375,24815.029296875,24902.609375,1504200000,-0.0031632516605091254,-0.003168265316805845
2015-03-02,24887.439453125,24997.830078125,24715.380859375,24996.759765625,1543100000,0.0025842824640796014,0.0025809489480820226
2015-03-03,24702.779296875,24984.619140625,24663.4296875,24984.619140625,1499900000,-0.0074198133800708055,-0.007447477120174609
2015-03-04,24465.380859375,24705.9609375,24439.2890625,24656.939453125,1618200000,-0.009610191413969016,-0.009656667304637807
2015-03-05,24193.0390625,24393.849609375,24133.7109375,24274.900390625,1923400000,-0.011131721122201177,-0.011194142399562445
2015-03-06,24164.0,24294.359375,24126.08984375,24235.759765625,1620600000,-0.001200306518952865,-0.001201027463783514
2015-03-09,24123.05078125,24205.859375,23910.16015625,23982.5,1619500000,-0.0016946374255090157,-0.001696074947793248
2015-03-10,23896.98046875,24152.400390625,23869.8203125,24150.6796875,1521300000,-0.009371547344903641,-0.00941573659249964
2015-03-11,23717.970703125,23899.859375,23703.83984375,23807.099609375,1678300000,-0.00749089475379916,-0.007519092411285179
2015-03-12,23797.9609375,23880.25,23677.060546875,23709.169921875,1619100000,0.003372558106940371,0.003366883787250789
2015-03-13,23823.2109375,23918.7109375,23790.830078125,23808.970703125,1538400000,0.0010610152721199917,0.0010604527932467803
2015-03-16,23949.55078125,23970.05078125,23711.26953125,23771.400390625,1187700000,0.005303224828989261,0.00528921225159578
2015-03-17,23901.490234375,24106.470703125,23822.779296875,24106.470703125,1188600000,-0.0020067410580671963,-0.0020087572606868687
2015-03-18,24120.080078125,24210.75,23938.630859375,23938.630859375,1668400000,0.00914544832169617,0.009103881945749097
2015-03-19,24468.890625,24500.23046875,24248.83984375,24325.560546875,1826000000,0.014461417447421576,0.01435784845892655
2015-03-20,24375.240234375,24524.55078125,24351.5,24417.529296875,2006100000,-0.003827324747175731,-0.0038346676964247477
2015-03-23,24494.509765625,24559.76953125,24436.419921875,24538.33984375,1461200000,0.0048930607494814815,0.004881128634943513
2015-03-24,24399.599609375,24490.150390625,24294.94921875,24484.6796875,1559000000,-0.003874752226443623,-0.003882278526841924
2015-03-25,24528.23046875,24613.689453125,24377.919921875,24410.529296875,1421300000,0.00527184303981687,0.005257995521938227
2015-03-26,24497.080078125,24592.009765625,24399.83984375,24442.509765625,1346200000,-0.0012699811616939671,-0.0012707882711844299
2015-03-27,24486.19921875,24549.880859375,24420.470703125,24541.439453125,1610400000,-0.00044416964553728455,-0.0004442683180936109
2015-03-30,24855.119140625,24949.349609375,24725.51953125,24727.4609375,2574100000,0.015066442879893893,0.01495407131668786
2015-03-31,24900.890625,25113.19921875,24876.369140625,25113.19921875,2557000000,0.0018415314815445338,0.0018398379412655132
2015-04-01,25082.75,25099.060546875,24926.109375,24955.19921875,1713500000,0.007303328131461173,0.007276787973212465
2015-04-02,25275.640625,25297.80078125,25152.5703125,25214.330078125,2106800000,0.007690170535527452,0.007660751900713789
2015-04-08,26236.859375,26247.630859375,25640.0390625,25708.240234375,4101500000,0.03802945152849113,0.03732415768269487
2015-04-09,26944.390625,27922.669921875,26732.23046875,26913.279296875,5024500000,0.02696707101590734,0.02660986715673326
2015-04-10,27272.390625,27373.6796875,26812.75,27373.6796875,3341200000,0.012173220191354694,0.012099722415002498
2015-04-13,28016.33984375,28031.9609375,27304.119140625,27374.330078125,4727100000,0.027278474739505842,0.026913047783438043
2015-04-14,27561.490234375,27915.009765625,27483.44921875,27688.259765625,3774100000,-0.01623515462447067,-0.016368388766643347
2015-04-15,27618.8203125,27807.98046875,27442.51953125,27693.25,3926500000,0.002080079039176841,0.00207791867007916
2015-04-16,27739.7109375,27787.98046875,27470.099609375,27557.2890625,3269700000,0.00437711037734978,0.0043675586920993575
2015-04-17,27653.119140625,27969.41015625,27597.6796875,27808.240234375,3105800000,-0.003121582523700317,-0.0031264648254123563
2015-04-20,27094.9296875,27770.7890625,26959.76953125,27770.7890625,3375900000,-0.020185406582397758,-0.020391915606480664
2015-04-21,27850.490234375,27925.359375,27404.150390625,27404.150390625,2737800000,0.027885680294773785,0.027503954910198473
2015-04-22,27933.849609375,28048.4609375,27727.859375,27821.3203125,2367900000,0.0029931026096305935,0.002988632196064317
2015-04-23,27827.69921875,28213.630859375,27804.029296875,28112.380859375,2442200000,-0.003800063081508598,-0.0038073016650887474
2015-04-24,28060.98046875,28089.369140625,27591.5703125,27978.390625,2414000000,0.008383059201776177,0.00834811650960726
2015-04-27,28433.58984375,28588.51953125,28245.140625,28245.140625,2790100000,0.013278558652465966,0.013191171327670349
2015-04-28,28442.75,28548.44921875,28251.990234375,28448.220703125,3045500000,0.0003221596815716765,0.00032210779928408306
2015-04-29,28400.33984375,28453.099609375,28201.759765625,28453.099609375,2094900000,-0.0014910708792222893,-0.0014921836316717895
2015-04-30,28133.0,28317.869140625,27997.900390625,28289.140625,2561300000,-0.009413262137735745,-0.009457846902412392
2015-05-04,28123.8203125,28343.740234375,28017.19921875,28231.259765625,1999700000,-0.0003262960757829392,-0.0003263493219304625
2015-05-05,27755.5390625,28316.630859375,27598.169921875,28295.720703125,2292700000,-0.013094993706680436,-0.01318148907074585
2015-05-06,27640.91015625,28054.6796875,27570.41015625,27698.099609375,2265500000,-0.004129947034783865,-0.0041384988197730385
2015-05-07,27289.970703125,27604.490234375,27207.279296875,27567.619140625,1894800000,-0.01269637834431614,-0.012777666129099235
2015-05-08,27577.33984375,27652.619140625,27367.109375,27557.51953125,1817600000,0.010530210667910156,0.010475154166653674
2015-05-11,27718.19921875,27837.279296875,27582.23046875,27837.0390625,1541000000,0.0051077941454140685,0.005094793615459898
2015-05-12,27407.1796875,27693.630859375,27395.91015625,27664.1796875,1530000000,-0.011220769747538717,-0.011284197502897704
2015-05-13,27249.279296875,27524.8203125,27191.029296875,27473.5,2088800000,-0.005761278337479414,-0.005777938521642213
2015-05-14,27286.55078125,27397.669921875,27192.9296875,27395.919921875,1522200000,0.001367797069747656,0.0013668624874512015
2015-05-15,27822.279296875,27928.599609375,27315.099609375,27459.580078125,1754100000,0.01963342746834562,0.01944317786701806
2015-05-18,27591.25,27792.439453125,27435.5703125,27792.439453125,1378800000,-0.008303751623288114,-0.008338419819587117
2015-05-19,27693.5390625,27765.55078125,27500.759765625,27597.0703125,1559500000,0.0037073007747021602,0.003700445672578093
2015-05-20,27585.05078125,27751.439453125,27490.330078125,27751.439453125,1470400000,-0.0039174581842053025,-0.00392515152231096
2015-05-21,27523.720703125,27611.720703125,27393.310546875,27507.3203125,1221500000,-0.0022233085090670457,-0.002225783728895706
2015-05-22,27992.830078125,28041.3203125,27696.970703125,27723.669921875,1899400000,0.017043821220970923,0.016900204850983407
2015-05-26,28249.859375,28524.599609375,28237.490234375,28462.3203125,2672100000,0.009181968959824927,0.009140070958314692
2015-05-27,28081.2109375,28214.66015625,27982.140625,28214.66015625,1863600000,-0.005969885912042727,-0.00598777692133732
2015-05-28,27454.310546875,28162.25,27242.109375,28162.25,3066700000,-0.022324549750375233,-0.02257751448237484
2015-05-29,27424.189453125,27604.26953125,27255.890625,27398.279296875,3050200000,-0.0010971353186440824,-0.0010977376121697573
2015-06-01,27597.16015625,27766.3203125,27241.94921875,27373.060546875,1972900000,0.006307231191669427,0.006287423851702971
2015-06-02,27466.720703125,27602.880859375,27348.130859375,27473.44921875,1502000000,-0.004726553470954076,-0.0047377589476099565
2015-06-03,27657.470703125,27767.23046875,27508.83984375,27716.33984375,1735700000,0.006944767890631365,0.006920764060045754
2015-06-04,27551.890625,27854.740234375,27094.5,27645.359375,3066100000,-0.0038174162510482557,-0.0038247211810301775
2015-06-05,27260.16015625,27646.720703125,27211.359375,27538.060546875,2228900000,-0.010588401090896093,-0.010644857082488385
2015-06-08,27316.279296875,27428.58984375,27060.240234375,27147.240234375,2391700000,0.0020586504372437364,0.002056534320164901
2015-06-09,26989.51953125,27322.140625,26971.5703125,27295.880859375,2384100000,-0.011962089055897906,-0.01203421056951956
2015-06-10,26687.640625,27116.919921875,26573.9609375,27052.7890625,1977400000,-0.011185041878958524,-0.01124806484353399
2015-06-11,26907.849609375,26991.509765625,26839.4296875,26938.150390625,1670600000,0.008251347036227541,0.008217490784559132
2015-06-12,27280.5390625,27356.509765625,26987.51953125,27082.599609375,1734200000,0.013850584812067357,0.013755542055237277
2015-06-15,26861.810546875,27131.359375,26841.51953125,27095.1796875,1324700000,-0.015348982462028649,-0.015467997503794025
2015-06-16,26566.69921875,26892.880859375,26553.0390625,26807.669921875,1761900000,-0.01098627836757382,-0.011047073206504426
2015-06-17,26753.7890625,26880.7890625,26555.9609375,26671.19921875,1819400000,0.007042269053054051,0.007017588081958845
2015-06-18,26694.66015625,26873.669921875,26595.9609375,26786.529296875,1470000000,-0.002210113345510356,-0.002212559250493041
2015-06-19,26760.529296875,27011.94921875,26701.720703125,26885.73046875,2497600000,0.0024675024982319105,0.0024644632125458365
2015-06-22,27080.849609375,27166.51953125,26811.66015625,26854.3203125,1429200000,0.011969879554564855,0.011898807136335308
2015-06-23,27333.4609375,27406.41015625,27008.509765625,27126.470703125,2138100000,0.00932804294432299,0.009284805424719702
2015-06-24,27404.970703125,27470.5,27292.849609375,27397.369140625,1659100000,0.002616198723919938,0.00261278243320479
2015-06-25,27145.75,27350.490234375,27120.720703125,27329.169921875,1908100000,-0.009458893641343669,-0.009503913090164084
2015-06-26,26663.869140625,27016.08984375,26522.44921875,27016.08984375,2473400000,-0.017751613397124832,-0.01791106309734737
2015-06-29,25966.98046875,26631.509765625,25617.779296875,26560.130859375,3023200000,-0.026136067057620727,-0.026483684336252974
2015-06-30,26250.029296875,26470.439453125,25885.66015625,25944.029296875,2480800000,0.010900336620410567,0.010841356168630146
2015-07-02,26282.3203125,26459.4296875,26135.619140625,26459.4296875,2185400000,0.0012301325556556275,0.00122937656252105
2015-07-03,26064.109375,26402.849609375,25933.119140625,26349.83984375,1888900000,-0.008302575073488416,-0.00833723341890879
2015-07-06,25236.279296875,26261.529296875,24750.310546875,26083.990234375,3514100000,-0.03176130310898073,-0.03227663440597528
2015-07-07,24975.310546875,25439.33984375,24819.259765625,25391.759765625,3020400000,-0.010341015287159028,-0.010394855079454408
2015-07-08,23516.560546875,24411.30078125,22836.8203125,24411.30078125,5441400000,-0.05840768214922254,-0.06018288168152522
2015-07-09,24392.7890625,24695.75,23332.900390625,23435.5,4266900000,0.03726006249419145,0.036582681310987734
2015-07-10,24901.279296875,25015.169921875,24567.919921875,24567.919921875,3230900000,0.02084592430460197,0.02063162113934369
2015-07-13,25224.009765625,25275.759765625,24596.439453125,24709.580078125,2124800000,0.012960397130700851,0.012877129863338763
2015-07-14,25120.91015625,25250.94921875,24906.470703125,25184.060546875,2129800000,-0.004087360032483889,-0.004095736120350482
2015-07-15,25055.759765625,25219.44921875,24862.650390625,25219.44921875,1603500000,-0.0025934725382069646,-0.002596841414095515
2015-07-16,25162.779296875,25170.349609375,24841.140625,24976.080078125,1386200000,0.004271254683596792,0.00426215876676422
2015-07-17,25415.26953125,25517.44921875,25183.859375,25246.640625,1279500000,0.010034274489160167,0.009984265415166664
2015-07-20,25404.810546875,25540.310546875,25298.9609375,25540.310546875,1088200000,-0.000411523645741374,-0.00041160834483479304
2015-07-21,25536.4296875,25634.3203125,25342.689453125,25428.880859375,1125400000,0.005180874715918327,0.00516750015921995
2015-07-22,25282.619140625,25401.7890625,25177.599609375,25401.7890625,1298900000,-0.009939155550755752,-0.009988878702390186
2015-07-23,25398.849609375,25500.990234375,25250.359375,25308.55078125,1130600000,0.004597247939523763,0.004586712871089964
2015-07-24,25128.509765625,25279.94921875,25073.19921875,25279.94921875,1134600000,-0.010643783002290519,-0.010700833241958623
2015-07-27,24351.9609375,24908.580078125,24282.2109375,24906.779296875,2317700000,-0.030903099123979594,-0.03139067118708208
2015-07-28,24503.939453125,24947.349609375,24140.619140625,24269.900390625,2134200000,0.0062409148903883604,0.006221521029517901
2015-07-29,24619.44921875,24718.640625,24444.470703125,24630.439453125,1350600000,0.004713926340128571,0.004702850582589811
2015-07-30,24497.98046875,24872.69921875,24478.0703125,24822.419921875,1488200000,-0.004933853268638155,-0.004946064906186687
2015-07-31,24636.279296875,24661.189453125,24467.830078125,24650.9296875,1363700000,0.005645315470041101,0.005629440395177086
2015-08-03,24411.419921875,24533.140625,24232.599609375,24533.140625,1467000000,-0.009127164548281552,-0.009169072308879955
2015-08-04,24406.119140625,24519.349609375,24217.779296875,24364.41015625,1225500000,-0.00021714350361279333,-0.00021716708267679612
2015-08-05,24514.16015625,24582.189453125,24420.94921875,24466.30078125,1105400000,0.0044268003037468695,0.004417030844301985
2015-08-06,24375.279296875,24527.740234375,24320.75,24527.740234375,977500000,-0.005665332138233281,-0.005681441002540303
2015-08-07,24552.470703125,24641.9296875,24327.560546875,24327.560546875,1106900000,0.007269307731490038,0.007243013663595878
2015-08-10,24521.119140625,24602.669921875,24135.640625,24433.66015625,1211600000,-0.001276920880146304,-0.0012777368382966775
2015-08-11,24498.2109375,24924.0703125,24420.7109375,24694.779296875,1608400000,-0.0009342233930524912,-0.0009346600517055565
2015-08-12,23916.01953125,24324.189453125,23826.9609375,24269.109375,1851600000,-0.023764649905876456,-0.024051584246472357
2015-08-13,24018.80078125,24133.869140625,23860.8203125,23935.48046875,1716700000,0.004297590151475683,0.0042883818837344155
2015-08-14,23991.029296875,24126.30078125,23957.359375,24055.01953125,1198100000,-0.0011562394237717433,-0.0011569083842763396
2015-08-17,23814.650390625,23950.5703125,23699.83984375,23945.599609375,1197800000,-0.0073518690702018,-0.007379027250409106
2015-08-18,23474.970703125,24024.369140625,23464.349609375,23956.859375,1454300000,-0.014263475714668461,-0.014366176837415265
2015-08-19,23167.849609375,23586.7890625,23138.73046875,23555.01953125,1914800000,-0.013082917019748064,-0.013169252216169996
2015-08-20,22757.470703125,23033.970703125,22610.529296875,22973.869140625,2339000000,-0.017713292911049394,-0.017872050828028948
2015-08-21,22409.619140625,22492.7890625,22185.849609375,22343.25,2490600000,-0.015285159191800402,-0.015403181441323856
2015-08-24,21251.5703125,21679.44921875,21136.48046875,21605.970703125,3579900000,-0.05167641720539751,-0.05305950290583395
2015-08-25,21404.9609375,21871.400390625,20865.259765625,21119.529296875,3588800000,0.007217848975130892,0.007191924972164888
2015-08-26,21080.390625,21686.44921875,21060.08984375,21434.25,2956100000,-0.01516332187887226,-0.015279460571965957
2015-08-27,21838.5390625,21963.4296875,21407.58984375,21758.619140625,3193000000,0.03596462945050383,0.035333001797415865
2015-08-28,21612.390625,22424.400390625,21585.330078125,22424.400390625,3009400000,-0.010355474642913753,-0.010409465628752603
2015-08-31,21670.580078125,21793.01953125,21399.619140625,21793.01953125,2686600000,0.0026924116880291393,0.002688793640407695
2015-09-01,21185.4296875,21692.779296875,21170.859375,21692.779296875,2156000000,-0.022387512880410965,-0.022641917406214497
2015-09-02,20934.939453125,21288.529296875,20771.76953125,21101.419921875,2512600000,-0.011823703274840613,-0.011894159171501629
2015-09-04,20840.609375,21174.859375,20715.01953125,21158.9296875,2120900000,-0.004505868208322883,-0.004516050229888799
2015-09-07,20583.51953125,21056.390625,20579.9296875,20683.310546875,1656200000,-0.012336004150550473,-0.012412724248968018
2015-09-08,21259.0390625,21431.990234375,20524.880859375,20636.830078125,2266200000,0.03281846577425318,0.032291439722620725
2015-09-09,22131.310546875,22228.58984375,21529.810546875,21632.689453125,2945600000,0.041030616756034366,0.040211200109114144
2015-09-10,21562.5,21771.5703125,21492.08984375,21667.859375,2092600000,-0.02570162059179626,-0.02603767789184946
2015-09-11,21504.369140625,21909.8203125,21472.16015625,21710.130859375,2371600000,-0.0026959239130435186,-0.0026995644604806642
2015-09-14,21561.900390625,21762.150390625,21441.7109375,21678.880859375,1472100000,0.002675328423902279,0.0026717561028173874
2015-09-15,21455.23046875,21634.48046875,21411.169921875,21527.529296875,1352200000,-0.004947148439725657,-0.004959426088205564
2015-09-16,21966.66015625,22103.060546875,21608.5,21731.33984375,2077600000,0.023837063332640795,0.023557396117511654
2015-09-17,21854.630859375,22203.359375,21718.7109375,22172.6796875,2118600000,-0.005099969502788793,-0.005113018733279208
2015-09-18,21920.830078125,22052.109375,21807.25,21807.25,2054800000,0.0030290705514983696,0.0030244921604783205
2015-09-21,21756.9296875,21778.060546875,21590.69921875,21614.4296875,1372800000,-0.007476924461385148,-0.007505016778104543
2015-09-22,21796.580078125,22111.669921875,21768.98046875,21794.33984375,1438200000,0.0018224258291270612,0.0018207672259907867
2015-09-23,21302.91015625,21577.44921875,21008.609375,21529.470703125,2304500000,-0.022648962364992586,-0.02290938990156261
2015-09-24,21095.98046875,21363.2109375,21053.5,21304.900390625,1596700000,-0.00971368165110953,-0.00976116721335821
2015-09-25,21186.3203125,21318.330078125,20957.990234375,21070.390625,1729000000,0.004282324961564221,0.004273181901103008
2015-09-29,20556.599609375,20579.220703125,20368.119140625,20579.220703125,2537000000,-0.029722986051214484,-0.03017366686481128
2015-09-30,20846.30078125,20939.390625,20683.109375,20795.9296875,2134500000,0.014092854722085324,0.013994473680693445
2015-10-02,21506.08984375,21530.80078125,21130.109375,21172.939453125,2161200000,0.031650174744357606,0.03115963163246137
2015-10-05,21854.5,21980.83984375,21739.900390625,21930.970703125,1468800000,0.016200534768585628,0.016070706420797873
2015-10-06,21831.619140625,22169.099609375,21719.2890625,22169.099609375,1622600000,-0.001046963297032688,-0.0010475117459426914
2015-10-07,22515.759765625,22527.7890625,21817.419921875,21884.73046875,2932800000,0.03133714547662336,0.03085615980103675
2015-10-08,22354.91015625,22588.689453125,22201.109375,22588.689453125,1931200000,-0.007143867719736963,-0.007169507326347633
2015-10-09,22458.80078125,22807.859375,22440.880859375,22615.939453125,2403300000,0.004647329122499544,0.004636563629487314
2015-10-12,22730.9296875,22779.5,22562.259765625,22614.330078125,1871900000,0.012116804850826668,0.012043984017989494
2015-10-13,22600.4609375,22798.900390625,22515.73046875,22677.599609375,1710900000,-0.005739701446164203,-0.005756236834996463
2015-10-14,22439.91015625,22576.5,22356.560546875,22398.8203125,1352700000,-0.007103871982699461,-0.007129224620551376
2015-10-15,22888.169921875,22940.25,22567.650390625,22667.419921875,1920800000,0.019976005362933646,0.01977910286549584
2015-10-16,23067.369140625,23178.140625,22953.560546875,23133.58984375,1922600000,0.007829338010057807,0.0077988477853345685
2015-10-19,23075.609375,23100.66015625,22913.599609375,23085.609375,1259200000,0.00035722471534427314,0.0003571609257866656
2015-10-20,22989.220703125,23057.9296875,22843.0390625,22991.599609375,1217400000,-0.003743722233770952,-0.0037507475011001774
2015-10-22,22845.369140625,22869.58984375,22727.58984375,22795.580078125,1374100000,-0.006257348361549564,-0.006277007618595359
2015-10-23,23151.939453125,23220.380859375,23088.029296875,23220.380859375,1495300000,0.01341936348731787,0.013330121324648475
2015-10-26,23116.25,23423.640625,23066.939453125,23423.640625,1465200000,-0.0015415318961617963,-0.0015427212789266998
2015-10-27,23142.73046875,23143.880859375,22885.220703125,23053.119140625,1532500000,0.0011455347969502316,0.0011448791726106152
2015-10-28,22956.5703125,23120.25,22923.66015625,23070.69921875,1377100000,-0.008044001398252232,-0.008076528929269865
2015-10-29,22819.939453125,23054.529296875,22811.3203125,23054.529296875,1759000000,-0.0059517104478190586,-0.005969492467172035
2015-10-30,22640.0390625,22847.16015625,22612.560546875,22785.859375,1537100000,-0.007883473617208203,-0.007914712484182448
2015-11-02,22370.0390625,22605.80078125,22332.7109375,22502.279296875,1688700000,-0.011925774476565176,-0.01199745700815362
2015-11-03,22568.4296875,22697.0,22560.169921875,22603.150390625,1469600000,0.00886858643588928,0.00882949149773893
2015-11-04,23053.5703125,23342.0703125,22737.439453125,22737.439453125,2604100000,0.02149642805093821,0.021268638500887768
2015-11-05,23051.0390625,23180.26953125,22960.619140625,23045.099609375,1502700000,-0.00010979861104754018,-0.00010980463935630483
2015-11-06,22867.330078125,22922.7890625,22791.91015625,22914.19921875,1395000000,-0.007969661752639245,-0.008001589254266014
2015-11-09,22726.76953125,22970.830078125,22689.259765625,22753.509765625,1544900000,-0.006146784359817414,-0.00616575361201748
2015-11-10,22401.69921875,22534.919921875,22339.689453125,22505.69921875,1796800000,-0.014303410436446673,-0.01440669022993479
2015-11-11,22352.169921875,22479.4609375,22324.41015625,22394.150390625,1419300000,-0.0022109616056956716,-0.002213409389943471
2015-11-12,22888.919921875,22980.970703125,22454.9609375,22477.599609375,1844300000,0.024013328543762924,0.0237295426886251
2015-11-13,22396.140625,22519.330078125,22318.619140625,22494.08984375,2002500000,-0.021529163392460915,-0.02176429677254173
2015-11-16,22010.8203125,22127.380859375,21958.279296875,21958.279296875,1816400000,-0.017204763934634437,-0.01735448565519909
2015-11-17,22264.25,22497.330078125,22243.9609375,22315.1796875,1627700000,0.011513868356649803,0.0114480882154588
2015-11-18,22188.259765625,22349.73046875,22163.279296875,22331.76953125,1211500000,-0.003413105511077208,-0.0034189434431292224
2015-11-19,22500.220703125,22559.060546875,22416.0,22423.880859375,1381500000,0.014059729820871558,0.01396180858293979
2015-11-20,22754.720703125,22790.0703125,22412.029296875,22510.44921875,1230900000,0.011311000161196239,0.0112475091151214
2015-11-23,22665.900390625,22802.7109375,22619.6796875,22760.05078125,1076000000,-0.00390337959576903,-0.003911017664570155
2015-11-24,22587.630859375,22629.75,22433.509765625,22593.08984375,1194800000,-0.003453184294517353,-0.0034591602968611656
2015-11-25,22498.0,22617.2109375,22436.009765625,22533.529296875,1513200000,-0.003968139019670525,-0.0039760329731001525
2015-11-26,22488.939453125,22787.5,22453.689453125,22749.599609375,1128400000,-0.0004027267701574022,-0.00040280788636227875
2015-11-27,22068.3203125,22555.419921875,22051.009765625,22555.419921875,2108000000,-0.01870337823185131,-0.018880498384247667
2015-11-30,21996.419921875,22195.25,21907.349609375,21974.810546875,2928400000,-0.0032580817029501663,-0.0032634008076691747
2015-12-01,22381.349609375,22477.509765625,22143.5703125,22197.810546875,1984300000,0.017499651710012776,0.017348296034812673
2015-12-02,22479.689453125,22563.470703125,22368.66015625,22471.349609375,1671100000,0.004393829928325932,0.004384205240136332
2015-12-03,22417.009765625,22485.25,22327.0390625,22327.0390625,1271100000,-0.002788280844835511,-0.0027921753408540547
2015-12-04,22235.890625,22242.490234375,22108.4609375,22142.109375,1607900000,-0.008079540604150282,-0.008112356972652892
2015-12-07,22203.220703125,22352.25,22200.55078125,22336.3203125,1290300000,-0.0014692427852774914,-0.0014703231808304536
2015-12-08,21905.130859375,22058.55078125,21765.619140625,22058.55078125,1812300000,-0.013425522708426008,-0.013516459874937591
2015-12-09,21803.759765625,21872.330078125,21755.689453125,21773.76953125,1365900000,-0.004627732854041167,-0.004638473960517351
2015-12-10,21704.609375,21880.189453125,21668.119140625,21714.23046875,1589400000,-0.004547398783090517,-0.004557769653201446
2015-12-11,21464.05078125,21731.390625,21440.69921875,21719.169921875,1399100000,-0.011083295238986546,-0.01114517258370793
2015-12-14,21309.849609375,21378.189453125,21010.259765625,21063.279296875,1716000000,-0.007184159851583272,-0.007210090194425846
2015-12-15,21274.369140625,21442.2109375,21215.5390625,21215.5390625,1575300000,-0.001664979781668241,-0.001666367400957526
2015-12-16,21701.2109375,21772.7890625,21557.73046875,21557.73046875,1645600000,0.020063664123412872,0.019865041155661785
