MAE,RMSE,MAPE,R2,ME,Direction_Accuracy,Model
0.009041730060596016,0.011276334851085654,303.02311029708744,-0.002261509150252472,0.0015191591245628138,0.5666666666666667,Ridge
0.008851289367243581,0.011000850140720194,183.35212334288633,0.04611148122426023,0.0015194572726877965,0.5733333333333334,RandomForest
