,lb_stat,lb_pvalue
1,0.34565402951520086,0.5565836490941259
2,1.7388130739839065,0.41920025528589855
3,1.8094986174532226,0.6128701148101263
4,3.3099106469807418,0.5073635372975627
5,3.8587357440862053,0.5699286926868565
6,7.750407519084902,0.25696532627065194
7,7.98814937058904,0.33364004174957856
8,9.580295232267519,0.2957271925717275
9,10.103673435039664,0.34215767901414135
10,10.534826803571054,0.3948872553000462
11,10.732721163744769,0.4659191815437861
12,11.121274213431773,0.5185550811383752
13,11.195582694561542,0.594436960638508
14,11.978227521625335,0.6080513585836049
15,13.300881373112794,0.5790702458402162
16,15.239870279084109,0.5071451845871432
17,15.806330086123545,0.5376035921488668
18,15.863047351445797,0.6021047763953014
19,21.997257474091477,0.2843927716438028
20,22.117602767594143,0.33416345426290683
