Accuracy,Precision,Recall,F1,ROC_AUC,Model
0.58,0.5648148148148148,0.7922077922077922,0.6594594594594594,0.5865504358655044,LogisticRegression
0.56,0.5964912280701754,0.44155844155844154,0.5074626865671641,0.5942003202277175,GradientBoosting
